,Njogador,Temporada,Time,Adv,C_F,Jogador,Min,Pts_C,Pts_T,Pts_3_C,Pts_3_T,Pts_2_C,Pts_2_T,LL_Pts_C,LL_Pts_T,RO,RD,RT,AS,BR,TO,FC,FR,ER,EN
4498,9,19,São José,Corinthians,1,L. Eltink,8:6,2,8,0,2,1,1,0,0,1,1,2,0,0,0,1,1,0,0
4499,10,19,São José,Corinthians,1,Abner,4:7,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4500,11,19,São José,Corinthians,1,Guga,1:6,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4501,12,19,São José,Corinthians,1,Equipe,0:0,70,171,6,24,23,45,6,9,9,22,31,20,9,0,19,14,10,1
4502,0,19,Corinthians,São José,2,Vezaro,30:5,16,27,4,7,2,3,0,0,1,3,4,1,1,0,2,2,0,0
4503,1,19,Corinthians,São José,2,Pecos,23:7,13,20,3,4,2,4,0,0,1,2,3,5,0,0,1,3,2,0
4504,2,19,Corinthians,São José,2,Wesley,23:5,12,25,1,3,4,7,1,2,1,3,4,1,0,1,4,1,2,0
4505,3,19,Corinthians,São José,2,Fuller,28:3,11,27,0,3,5,8,1,2,1,1,2,4,1,0,1,1,0,0
4506,4,19,Corinthians,São José,2,Johnson,18:9,11,17,0,0,5,7,1,3,0,7,7,0,1,0,2,3,3,3
4507,5,19,Corinthians,São José,2,Nesbitt,23:9,8,16,0,1,2,4,4,5,3,4,7,1,2,1,0,5,1,1
4508,6,19,Corinthians,São José,2,Robinson,20:4,7,11,1,1,2,4,0,0,0,1,1,3,0,1,1,0,0,0
4509,7,19,Corinthians,São José,2,Fischer,16:5,7,20,1,4,1,3,2,2,1,4,5,6,0,0,1,4,3,0
4510,8,19,Corinthians,São José,2,Douglas Santos,6:7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4511,9,19,Corinthians,São José,2,Teichmann,7:7,0,0,0,0,0,0,0,0,0,1,1,2,1,0,2,0,2,0
4512,10,19,Corinthians,São José,2,Equipe,0:0,85,163,10,23,23,40,9,14,9,30,39,23,6,3,14,19,13,4
4513,0,19,Flamengo,São Paulo,1,Marquinhos,28:7,22,30,6,8,1,2,2,2,0,5,5,2,1,0,4,3,2,0
4514,1,19,Flamengo,São Paulo,1,Demétrio,26:6,16,29,3,5,3,6,1,2,3,3,6,2,0,0,3,1,1,1
4515,2,19,Flamengo,São Paulo,1,Black,10:7,12,28,2,6,3,4,0,2,3,3,6,0,0,0,3,4,1,0
4516,3,19,Flamengo,São Paulo,1,Mineiro,26:4,11,16,1,2,4,5,0,0,0,2,2,5,0,0,0,0,0,0
4517,4,19,Flamengo,São Paulo,1,Olivinha,24:0,10,18,2,4,2,2,0,2,3,3,6,1,0,0,2,1,1,0
4518,5,19,Flamengo,São Paulo,1,Balbi,34:9,10,21,2,5,2,3,0,0,1,7,8,11,0,0,3,0,2,0
4519,6,19,Flamengo,São Paulo,1,Zach Graham,21:8,9,20,1,4,1,2,4,4,0,0,0,0,0,0,0,2,0,0
4520,7,19,Flamengo,São Paulo,1,Deryk,22:3,5,27,1,7,0,2,2,2,1,1,2,3,0,0,3,1,0,0
4521,8,19,Flamengo,São Paulo,1,Pedro Nunes,4:8,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
4522,9,19,Flamengo,São Paulo,1,Jhonatan,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4523,10,19,Flamengo,São Paulo,1,Ruan,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4524,11,19,Flamengo,São Paulo,1,Equipe,0:0,95,192,18,42,16,26,9,14,11,27,38,24,1,0,18,12,8,1
4525,0,19,São Paulo,Flamengo,2,Shamell,35:4,24,42,6,12,3,3,0,0,0,3,3,4,1,0,1,2,1,0
4526,1,19,São Paulo,Flamengo,2,Georginho,39:9,24,44,4,10,3,4,6,6,1,9,10,11,1,0,1,6,0,1
4527,2,19,São Paulo,Flamengo,2,Renan,37:2,21,29,7,9,0,1,0,0,3,8,11,1,0,0,3,3,0,0
4528,3,19,São Paulo,Flamengo,2,Léo Meindl,32:9,14,36,2,6,2,6,4,6,2,1,3,3,2,0,3,6,1,1
4529,4,19,São Paulo,Flamengo,2,Murilo,24:5,13,24,2,4,3,5,1,2,0,0,0,2,0,0,1,1,0,0
4530,5,19,São Paulo,Flamengo,2,Jones,7:4,3,10,1,2,0,2,0,0,1,2,3,0,0,0,2,0,0,0
4531,6,19,São Paulo,Flamengo,2,Jefferson,18:3,3,15,1,3,0,3,0,0,3,0,3,1,0,0,1,0,0,0
4532,7,19,São Paulo,Flamengo,2,Kurtz,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4533,8,19,São Paulo,Flamengo,2,Mamedes,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4534,9,19,São Paulo,Flamengo,2,Cassiano,4:6,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4535,10,19,São Paulo,Flamengo,2,Igor,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4536,11,19,São Paulo,Flamengo,2,Danilo,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4537,12,19,São Paulo,Flamengo,2,Equipe,0:0,102,203,23,47,11,24,11,14,12,26,38,22,4,0,12,18,3,2
4538,0,19,Sesi Franca,UNIFACISA,1,Parodi,20:7,16,24,4,6,2,3,0,0,0,2,2,1,0,0,1,2,1,0
4539,1,19,Sesi Franca,UNIFACISA,1,David Jackson,28:8,14,38,0,4,5,11,4,4,2,4,6,3,0,0,1,5,1,0
4540,2,19,Sesi Franca,UNIFACISA,1,Lucas Dias,31:1,14,34,0,4,4,8,6,6,3,4,7,2,4,1,3,4,4,0
4541,3,19,Sesi Franca,UNIFACISA,1,Schattmann,22:3,12,22,2,5,2,2,2,3,1,2,3,0,0,0,2,3,1,0
4542,4,19,Sesi Franca,UNIFACISA,1,Guilherme,15:7,11,12,2,2,1,1,3,4,0,3,3,1,0,0,4,2,0,0
4543,5,19,Sesi Franca,UNIFACISA,1,Jimmy,23:8,9,19,1,3,3,5,0,0,0,2,2,1,1,0,1,2,1,0
4544,6,19,Sesi Franca,UNIFACISA,1,Cipolini,26:8,8,18,0,2,4,6,0,0,2,5,7,1,0,0,1,1,3,0
4545,7,19,Sesi Franca,UNIFACISA,1,Márcio,4:3,2,4,0,0,0,1,2,2,1,1,2,0,0,0,1,1,1,0
4546,8,19,Sesi Franca,UNIFACISA,1,Edu Marília,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4547,9,19,Sesi Franca,UNIFACISA,1,Elinho,23:9,0,10,0,2,0,2,0,0,0,3,3,4,0,0,3,0,2,0
4548,10,19,Sesi Franca,UNIFACISA,1,Adyel,0:5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4549,11,19,Sesi Franca,UNIFACISA,1,Augusto,2:1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
4550,12,19,Sesi Franca,UNIFACISA,1,Equipe,0:0,86,181,9,28,21,39,17,19,11,31,42,13,5,1,17,20,15,0
4551,0,19,UNIFACISA,Sesi Franca,2,Gabriel,28:1,14,34,2,8,4,5,0,0,1,3,4,0,1,0,3,0,0,0
4552,1,19,UNIFACISA,Sesi Franca,2,Antonio,29:6,14,28,1,3,4,7,3,5,0,4,4,4,1,0,2,4,1,0
4553,2,19,UNIFACISA,Sesi Franca,2,Barnes,26:1,12,35,2,7,2,6,2,2,0,1,1,3,0,0,3,1,0,0
4554,3,19,UNIFACISA,Sesi Franca,2,João Vitor,19:1,11,12,0,0,3,3,5,6,2,3,5,2,0,2,1,3,3,0
4555,4,19,UNIFACISA,Sesi Franca,2,Spencer,21:2,8,23,2,5,1,4,0,0,1,2,3,2,1,0,5,1,2,0
4556,5,19,UNIFACISA,Sesi Franca,2,Douglas Nunes,19:9,6,12,0,2,1,1,4,4,2,5,7,0,1,0,1,2,2,0
4557,6,19,UNIFACISA,Sesi Franca,2,Gemadinha,17:3,6,25,0,5,2,4,2,2,1,2,3,0,0,0,1,3,3,0
4558,7,19,UNIFACISA,Sesi Franca,2,Pezão,13:3,4,6,0,0,2,3,0,0,1,4,5,0,0,0,2,1,1,0
4559,8,19,UNIFACISA,Sesi Franca,2,R. Piru,0:5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4560,9,19,UNIFACISA,Sesi Franca,2,Pepo Vidal,25:0,0,12,0,4,0,0,0,0,2,2,4,9,1,0,2,2,1,0
4561,10,19,UNIFACISA,Sesi Franca,2,Equipe,0:0,75,187,7,34,19,33,16,19,11,26,37,20,5,2,20,17,14,0
4562,0,19,Mogi,Corinthians,1,Alexey,36:1,22,34,1,5,7,7,5,5,0,6,6,8,1,0,3,6,1,0
4563,1,19,Mogi,Corinthians,1,Gruber,34:1,16,33,1,5,6,8,1,2,0,5,5,0,0,4,3,4,2,1
4564,2,19,Mogi,Corinthians,1,Fúlvio,26:1,15,26,1,4,0,1,12,12,1,5,6,3,0,0,1,6,3,0
4565,3,19,Mogi,Corinthians,1,Fuzaro,31:5,12,22,1,4,3,3,3,4,1,0,1,0,0,1,3,6,1,0
4566,4,19,Mogi,Corinthians,1,André Goes,32:7,11,34,2,8,2,4,1,2,1,2,3,4,4,0,4,2,1,0
4567,5,19,Mogi,Corinthians,1,Alex,15:3,4,10,0,0,2,5,0,0,1,1,2,0,0,0,4,1,0,1
4568,6,19,Mogi,Corinthians,1,Lessa,16:3,3,3,1,1,0,0,0,0,2,0,2,0,0,0,2,0,0,0
4569,7,19,Mogi,Corinthians,1,Colina,5:7,2,2,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0
4570,8,19,Mogi,Corinthians,1,Mattos,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4571,9,19,Mogi,Corinthians,1,Ziggy,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4572,10,19,Mogi,Corinthians,1,Lucas,2:3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4573,11,19,Mogi,Corinthians,1,Sanches,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4574,12,19,Mogi,Corinthians,1,Equipe,0:0,85,164,7,27,21,29,22,25,7,19,26,16,5,5,22,25,10,2
4575,0,19,Corinthians,Mogi,2,Fuller,31:5,23,42,4,9,4,6,3,3,0,1,1,1,2,0,4,2,3,0
4576,1,19,Corinthians,Mogi,2,Fischer,29:7,16,27,2,5,4,5,2,2,0,1,1,5,0,0,4,4,2,0
4577,2,19,Corinthians,Mogi,2,Pecos,23:0,11,18,1,2,3,4,2,4,2,2,4,1,0,0,1,4,1,0
4578,3,19,Corinthians,Mogi,2,Johnson,11:0,7,11,0,0,3,4,1,3,2,1,3,1,0,0,3,3,0,0
4579,4,19,Corinthians,Mogi,2,Robinson,27:1,7,20,0,2,3,6,1,2,0,6,6,2,0,0,1,2,1,0
4580,5,19,Corinthians,Mogi,2,Teichmann,17:2,6,7,0,0,3,3,0,1,1,3,4,1,0,0,2,2,1,1
4581,6,19,Corinthians,Mogi,2,Douglas Santos,14:0,5,12,0,0,2,5,1,2,1,0,1,0,0,0,2,1,1,1
4582,7,19,Corinthians,Mogi,2,Nesbitt,22:4,4,11,0,1,2,4,0,0,1,4,5,0,0,0,5,2,6,1
4583,8,19,Corinthians,Mogi,2,Vezaro,8:8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4584,9,19,Corinthians,Mogi,2,Wesley,15:5,0,0,0,0,0,0,0,0,0,1,1,5,2,0,4,1,0,0
4585,10,19,Corinthians,Mogi,2,Equipe,0:0,79,148,7,19,24,37,10,17,8,23,31,16,4,0,27,21,16,3
4586,0,19,Pato Basquete,Minas,1,Paulo,24:7,17,36,2,5,4,9,3,3,0,0,0,1,1,0,2,3,1,0
4587,1,19,Pato Basquete,Minas,1,Gegê,30:0,12,27,1,6,2,2,5,5,1,3,4,5,2,0,2,3,3,0
4588,2,19,Pato Basquete,Minas,1,Gustavo,24:8,9,26,1,4,3,5,0,4,2,2,4,1,0,0,3,3,1,0
4589,3,19,Pato Basquete,Minas,1,Rodrigues,20:6,9,13,0,0,3,4,3,5,1,3,4,0,1,1,5,4,1,1
4590,4,19,Pato Basquete,Minas,1,Smith,27:0,5,28,1,8,1,2,0,0,1,4,5,2,0,1,2,0,2,0
4591,5,19,Pato Basquete,Minas,1,Funches III,15:4,4,15,0,1,1,5,2,2,1,2,3,1,0,1,2,2,1,0
4592,6,19,Pato Basquete,Minas,1,Augusto,19:1,2,17,0,3,1,3,0,2,0,3,3,1,3,0,1,3,1,0
4593,7,19,Pato Basquete,Minas,1,Leandro,13:2,2,7,0,1,1,2,0,0,0,2,2,1,2,0,3,0,0,0
4594,8,19,Pato Basquete,Minas,1,Scheuer,15:1,2,9,0,1,0,1,2,4,3,3,6,0,0,0,3,2,1,0
4595,9,19,Pato Basquete,Minas,1,Aquiles,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4596,10,19,Pato Basquete,Minas,1,Coimbra,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4597,11,19,Pato Basquete,Minas,1,Murilo,10:3,0,8,0,0,0,3,0,2,0,0,0,1,0,0,1,1,2,0
4598,12,19,Pato Basquete,Minas,1,Equipe,0:0,62,186,5,29,16,36,15,27,14,25,39,13,9,3,24,21,14,1
4599,0,19,Minas,Pato Basquete,2,Scott,21:4,19,24,0,0,7,9,5,6,2,3,5,3,1,0,2,4,3,0
4600,1,19,Minas,Pato Basquete,2,Alex,34:3,18,39,2,7,6,7,0,2,1,8,9,5,1,0,2,4,2,0
4601,2,19,Minas,Pato Basquete,2,Leandrinho,29:3,14,22,1,3,5,6,1,1,1,8,9,3,3,0,2,4,2,0
4602,3,19,Minas,Pato Basquete,2,Tyrone,23:7,9,31,1,7,2,4,2,2,0,5,5,1,0,1,1,2,1,0
4603,4,19,Minas,Pato Basquete,2,Alexei,20:2,7,15,0,2,2,3,3,3,1,2,3,1,0,1,4,4,2,0
4604,5,19,Minas,Pato Basquete,2,Shilton,21:0,6,14,0,0,2,4,2,6,3,6,9,1,1,0,3,5,3,1
4605,6,19,Minas,Pato Basquete,2,Cobb,26:3,5,20,1,6,1,1,0,0,2,2,4,1,2,0,5,0,4,0
4606,7,19,Minas,Pato Basquete,2,Pitico,18:6,2,15,0,2,1,4,0,1,0,0,0,1,1,0,1,1,0,0
4607,8,19,Minas,Pato Basquete,2,Marcos,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4608,9,19,Minas,Pato Basquete,2,Tiago,1:4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4609,10,19,Minas,Pato Basquete,2,Queiroz,3:9,0,5,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4610,11,19,Minas,Pato Basquete,2,Equipe,0:0,80,185,5,28,26,39,13,21,15,35,50,16,9,2,21,24,17,1
4611,0,19,Pinheiros,Bauru,1,Betinho,28:9,32,52,9,14,1,3,3,4,0,2,2,3,1,1,2,4,5,0
4612,1,19,Pinheiros,Bauru,1,L. Cauê,20:6,12,26,0,1,5,10,2,3,1,6,7,1,1,2,4,3,0,1
4613,2,19,Pinheiros,Bauru,1,Bennett,31:4,9,20,1,2,3,7,0,0,0,3,3,5,3,0,3,1,3,1
4614,3,19,Pinheiros,Bauru,1,Dawkins,28:9,6,16,0,2,3,5,0,0,2,2,4,4,3,0,0,1,2,0
4615,4,19,Pinheiros,Bauru,1,Toledo,27:1,6,12,0,2,2,2,2,2,1,3,4,2,0,0,2,3,2,1
4616,5,19,Pinheiros,Bauru,1,C. Torres,15:0,5,18,1,2,0,5,2,2,3,4,7,0,0,0,1,2,2,0
4617,6,19,Pinheiros,Bauru,1,Buffat,21:0,4,8,0,0,2,4,0,0,2,2,4,2,1,0,2,4,0,1
4618,7,19,Pinheiros,Bauru,1,Ware,16:8,2,13,0,3,1,2,0,0,0,1,1,2,0,1,2,0,1,0
4619,8,19,Pinheiros,Bauru,1,Isaac,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4620,9,19,Pinheiros,Bauru,1,Scaglia,10:2,0,3,0,1,0,0,0,0,0,1,1,0,0,0,2,0,1,0
4621,10,19,Pinheiros,Bauru,1,Equipe,0:0,76,168,11,27,17,38,9,11,11,26,37,19,9,4,18,18,16,4
4622,0,19,Bauru,Pinheiros,2,Wiggins,26:1,22,37,2,4,6,9,4,7,2,0,2,1,1,0,3,5,4,0
4623,1,19,Bauru,Pinheiros,2,Faggiano,32:6,16,23,2,2,3,5,4,7,1,3,4,2,1,0,2,6,4,0
4624,2,19,Bauru,Pinheiros,2,Crescenzi,32:8,9,22,2,5,1,3,1,1,1,2,3,4,3,0,1,1,0,0
4625,3,19,Bauru,Pinheiros,2,Renato,26:8,6,23,0,5,3,4,0,0,1,2,3,1,0,0,2,1,3,0
4626,4,19,Bauru,Pinheiros,2,Massey,28:7,5,21,1,5,1,3,0,0,1,9,10,0,0,2,3,3,2,0
4627,5,19,Bauru,Pinheiros,2,Brito,12:8,3,13,0,1,1,4,1,2,1,2,3,0,3,0,1,1,3,1
4628,6,19,Bauru,Pinheiros,2,Gabriel Jaú,13:0,3,13,0,3,1,1,1,2,0,2,2,1,0,0,4,1,3,0
4629,7,19,Bauru,Pinheiros,2,Pará,13:7,2,4,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0
4630,8,19,Bauru,Pinheiros,2,Mendes,13:6,2,6,0,0,1,3,0,0,1,2,3,0,0,0,0,0,0,0
4631,9,19,Bauru,Pinheiros,2,Malachias,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4632,10,19,Bauru,Pinheiros,2,Emanuel,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4633,11,19,Bauru,Pinheiros,2,Equipe,0:0,68,162,7,25,18,34,11,19,11,25,36,9,8,2,18,18,22,1
4634,0,19,Rio Claro,Minas,1,Sahdi,31:6,20,30,1,3,2,4,13,13,0,2,2,7,0,0,2,10,2,0
4635,1,19,Rio Claro,Minas,1,Ansaloni,29:4,20,30,2,3,4,7,6,7,1,7,8,5,1,0,4,4,0,0
4636,2,19,Rio Claro,Minas,1,Baxley,33:6,18,30,2,4,4,6,4,6,0,3,3,1,0,0,2,5,2,0
4637,3,19,Rio Claro,Minas,1,Gerson,23:2,10,17,0,1,5,6,0,2,2,3,5,2,0,0,3,2,1,1
4638,4,19,Rio Claro,Minas,1,Jefferson,20:9,8,19,2,5,1,1,0,2,2,1,3,3,0,0,1,1,0,0
4639,5,19,Rio Claro,Minas,1,Pastor,17:3,7,10,1,2,2,2,0,0,0,2,2,2,0,0,5,0,2,0
4640,6,19,Rio Claro,Minas,1,Enzo,16:5,4,15,0,3,1,1,2,4,0,1,1,2,1,0,4,3,0,0
4641,7,19,Rio Claro,Minas,1,Lucious,20:2,2,18,0,4,1,3,0,0,0,1,1,2,3,0,1,0,2,0
4642,8,19,Rio Claro,Minas,1,Sanchez,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4643,9,19,Rio Claro,Minas,1,Lucão,3:1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
4644,10,19,Rio Claro,Minas,1,Thiaguinho,3:3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,11,19,Rio Claro,Minas,1,Lelê,0:9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4646,12,19,Rio Claro,Minas,1,Equipe,0:0,89,169,8,25,20,30,25,34,5,21,26,24,5,0,24,25,9,1
4647,0,19,Minas,Rio Claro,2,Leandrinho,31:3,28,45,2,5,9,12,4,6,1,9,10,6,1,0,3,7,4,0
4648,1,19,Minas,Rio Claro,2,Shilton,29:9,25,31,0,0,9,11,7,9,5,2,7,0,1,0,3,9,1,0
4649,2,19,Minas,Rio Claro,2,Scott,30:9,14,21,0,1,4,6,6,6,1,3,4,3,0,0,2,4,2,0
4650,3,19,Minas,Rio Claro,2,Alex,32:6,10,22,2,4,1,4,2,2,1,2,3,3,2,0,5,3,1,0
4651,4,19,Minas,Rio Claro,2,Alexei,30:6,8,16,2,4,1,2,0,0,0,3,3,1,1,0,4,0,1,0
4652,5,19,Minas,Rio Claro,2,Cobb,27:8,3,17,1,5,0,1,0,0,0,3,3,3,0,0,4,0,0,0
4653,6,19,Minas,Rio Claro,2,Pitico,10:5,2,5,0,1,0,0,2,2,0,0,0,1,0,0,4,1,0,0
4654,7,19,Minas,Rio Claro,2,Queiroz,6:4,0,6,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4655,8,19,Minas,Rio Claro,2,Marcos,0:2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4656,9,19,Minas,Rio Claro,2,Tyrone,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4657,10,19,Minas,Rio Claro,2,Tiago,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4658,11,19,Minas,Rio Claro,2,Equipe,0:0,90,163,7,22,24,36,21,25,9,27,36,17,5,0,26,24,11,0
4659,0,19,São Paulo,Mogi,1,Léo Meindl,38:6,20,50,3,7,5,13,1,3,8,8,16,6,2,1,4,6,4,0
4660,1,19,São Paulo,Mogi,1,Jones,27:4,14,27,2,5,4,6,0,0,1,4,5,2,0,0,4,0,2,0
4661,2,19,São Paulo,Mogi,1,Jefferson,24:9,13,47,2,9,3,9,1,2,3,5,8,1,0,0,2,2,1,0
4662,3,19,São Paulo,Mogi,1,Georginho,37:9,12,29,2,6,2,4,2,3,1,8,9,5,0,1,3,2,3,0
4663,4,19,São Paulo,Mogi,1,Shamell,35:9,8,28,1,5,2,5,1,3,0,3,3,4,1,0,4,3,3,0
4664,5,19,São Paulo,Mogi,1,Renan,18:8,7,20,0,4,2,2,3,4,1,2,3,3,1,1,4,3,0,0
4665,6,19,São Paulo,Mogi,1,Murilo,10:1,4,7,0,1,1,1,2,2,0,2,2,1,0,0,5,1,1,0
4666,7,19,São Paulo,Mogi,1,Cassiano,6:6,2,7,0,1,1,2,0,0,1,2,3,0,0,0,2,0,1,0
4667,8,19,São Paulo,Mogi,1,Kurtz,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4668,9,19,São Paulo,Mogi,1,Mamedes,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4669,10,19,São Paulo,Mogi,1,Igor,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4670,11,19,São Paulo,Mogi,1,Danilo,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4671,12,19,São Paulo,Mogi,1,Equipe,0:0,80,215,10,38,20,42,10,17,19,35,54,22,4,3,28,17,15,0
4672,0,19,Mogi,São Paulo,2,Gruber,38:6,23,57,1,7,7,14,6,8,1,3,4,1,1,1,5,8,1,2
4673,1,19,Mogi,São Paulo,2,Fúlvio,31:2,18,28,3,6,1,1,7,8,0,2,2,4,0,0,3,6,1,0
4674,2,19,Mogi,São Paulo,2,Alexey,37:9,16,33,1,5,2,4,9,10,1,6,7,5,1,0,2,7,3,0
4675,3,19,Mogi,São Paulo,2,André Goes,37:9,8,29,1,5,0,4,5,6,0,10,10,0,3,1,2,5,1,0
4676,4,19,Mogi,São Paulo,2,Lessa,36:2,7,23,1,3,2,6,0,2,0,5,5,0,3,0,1,1,1,0
4677,5,19,Mogi,São Paulo,2,Colina,9:3,6,9,0,1,3,3,0,0,0,1,1,0,0,0,3,1,1,0
4678,6,19,Mogi,São Paulo,2,Lucas,8:9,5,10,1,2,1,2,0,0,0,1,1,1,0,0,1,0,0,0
4679,7,19,Mogi,São Paulo,2,Ziggy,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4680,8,19,Mogi,São Paulo,2,Fuzaro,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4681,9,19,Mogi,São Paulo,2,Sanches,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4682,10,19,Mogi,São Paulo,2,Mattos,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4683,11,19,Mogi,São Paulo,2,Equipe,0:0,83,189,8,29,16,34,27,34,5,34,39,11,8,2,17,28,8,2
4684,0,19,Flamengo,Paulistano,1,Marquinhos,29:2,17,34,2,6,4,6,3,4,0,3,3,2,1,0,0,3,2,0
4685,1,19,Flamengo,Paulistano,1,Olivinha,26:4,14,21,2,3,1,3,6,6,2,4,6,1,0,0,1,4,0,0
4686,2,19,Flamengo,Paulistano,1,Deryk,24:8,11,18,2,4,2,2,1,2,0,1,1,4,1,0,2,1,1,0
4687,3,19,Flamengo,Paulistano,1,Balbi,29:5,10,22,2,4,2,5,0,0,0,4,4,6,0,0,1,0,2,0
4688,4,19,Flamengo,Paulistano,1,Mineiro,24:1,9,23,1,3,2,6,2,2,2,2,4,1,0,0,2,1,1,0
4689,5,19,Flamengo,Paulistano,1,Demétrio,15:6,6,18,0,2,3,5,0,2,1,5,6,0,0,0,2,2,0,0
4690,6,19,Flamengo,Paulistano,1,Zach Graham,21:9,6,11,1,1,1,3,1,2,0,1,1,0,0,0,2,1,1,0
4691,7,19,Flamengo,Paulistano,1,Ruan,7:5,2,4,0,0,1,2,0,0,0,0,0,1,1,0,0,1,0,0
4692,8,19,Flamengo,Paulistano,1,Black,6:3,2,5,0,1,0,0,2,2,0,2,2,0,1,0,1,1,0,0
4693,9,19,Flamengo,Paulistano,1,Pedro Nunes,9:7,1,5,0,1,0,0,1,2,0,5,5,2,0,0,2,1,0,0
4694,10,19,Flamengo,Paulistano,1,Jhonatan,5:2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4695,11,19,Flamengo,Paulistano,1,Equipe,0:0,78,161,10,25,16,32,16,22,5,29,34,18,4,0,13,15,7,0
4696,0,19,Paulistano,Flamengo,2,D. Coleman,29:4,24,51,3,8,6,12,3,3,1,1,2,0,0,0,3,3,1,1
4697,1,19,Paulistano,Flamengo,2,Vitão,34:0,17,35,1,5,7,10,0,0,3,1,4,0,1,1,2,1,2,1
4698,2,19,Paulistano,Flamengo,2,Solano,35:9,13,30,1,4,5,9,0,0,2,8,10,8,1,0,1,3,1,0
4699,3,19,Paulistano,Flamengo,2,Maique,26:6,12,20,0,2,6,7,0,0,2,6,8,2,0,0,4,1,0,3
4700,4,19,Paulistano,Flamengo,2,Dikembe,17:6,4,13,0,0,2,6,0,1,3,3,6,4,0,0,1,1,0,0
4701,5,19,Paulistano,Flamengo,2,Jonatan,3:6,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4702,6,19,Paulistano,Flamengo,2,Yago,31:9,2,15,0,3,0,2,2,2,0,4,4,7,3,0,0,4,3,0
4703,7,19,Paulistano,Flamengo,2,Anderson,7:0,0,6,0,2,0,0,0,0,0,1,1,0,0,0,2,0,0,0
4704,8,19,Paulistano,Flamengo,2,Buiú,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4705,9,19,Paulistano,Flamengo,2,Rafael,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4706,10,19,Paulistano,Flamengo,2,Eddy,7:8,0,8,0,2,0,1,0,0,1,2,3,0,0,0,0,0,0,0
